188,28
63,65
138,184
52,155
1,187
73,75
57,5
12,24
49,60
190,73
116,20
179,106
8,120
59,4
140,111
46,150
189,73
58,4
16,170
165,24
65,28
64,9
116,105
58,138
162,155
122,118
118,160
120,180
160,162
103,165
179,83
167,52
34,18
102,57
77,60
195,34
182,35
11,146
6,137
85,57
153,156
24,25
99,127
45,29
117,59
97,168
148,105
60,137
110,106
135,54
93,196
2,65
168,193
195,177
161,163
54,130
10,108
7,156
138,35
172,132
167,144
156,170
117,162
75,92
49,182
168,106
83,191
58,109
66,185
5,112
145,65
54,88
65,152
44,166
82,74
195,190
52,23
181,45
67,139
191,162
120,69
54,121
146,61
86,161
182,80
157,193
102,79
22,125
142,14
76,171
170,180
199,190
91,129
9,197
127,111
102,32
129,141
152,66
81,180
121,145
